_stratum,_cluster_id,score1,score2,score3,lon,lat,score_mean,score_std,n_interpreters,ref_label,prob_final,prob_bin
disagreement,disagreement_463,0.5,0.3,0.3,89.10740759998515,21.99087474085325,0.3666666666666667,0.11547005383792516,3,0,0.37599998712539673,0.3-0.5
disagreement,disagreement_464,0.3,0.5,0.5,89.59762078197203,22.36691080031966,0.43333333333333335,0.11547005383792516,3,0,0.28600001335144043,0.0-0.3
disagreement,disagreement_465,0.0,0.3,0.5,89.66071474645935,22.38368040803057,0.26666666666666666,0.2516611478423583,3,0,0.5260000228881836,0.5-0.7
disagreement,disagreement_466,0.7,0.7,0.5,89.4804240692004,22.363690786667494,0.6333333333333333,0.11547005383792514,3,1,0.515999972820282,0.5-0.7
disagreement,disagreement_467,0.5,0.3,0.5,89.75697429180109,22.38972488379313,0.43333333333333335,0.11547005383792516,3,0,0.5559999942779541,0.5-0.7
disagreement,disagreement_469,0.7,0.0,0.5,89.86043522315164,22.207138984565063,0.39999999999999997,0.3605551275463989,3,0,0.5640000104904175,0.5-0.7
disagreement,disagreement_470,0.5,0.0,0.5,89.87159830510416,22.192013819233868,0.3333333333333333,0.2886751345948129,3,0,0.2680000066757202,0.0-0.3
disagreement,disagreement_471,0.5,0.0,0.5,89.8733732619716,22.1876938750664,0.3333333333333333,0.2886751345948129,3,0,0.3319999873638153,0.3-0.5
disagreement,disagreement_472,0.5,0.0,0.5,89.87332855848803,22.187598256586234,0.3333333333333333,0.2886751345948129,3,0,0.42399999499320984,0.3-0.5
disagreement,disagreement_473,0.7,0.3,0.5,89.8779512312223,22.160614221810555,0.5,0.19999999999999998,3,1,0.3400000035762787,0.3-0.5
disagreement,disagreement_474,0.5,0.3,0.5,89.88209819630268,22.14237747981102,0.43333333333333335,0.11547005383792516,3,0,0.492000013589859,0.3-0.5
disagreement,disagreement_475,0.5,0.5,0.5,89.88088018434536,22.12935513379631,0.5,0.0,3,1,0.4180000126361847,0.3-0.5
disagreement,disagreement_476,0.0,0.5,0.5,89.39673501737387,22.238039524373477,0.3333333333333333,0.2886751345948129,3,0,0.3840000033378601,0.3-0.5
disagreement,disagreement_477,1.0,0.0,0.5,89.39191212533485,22.217372168537064,0.5,0.5,3,1,0.6340000033378601,0.5-0.7
disagreement,disagreement_478,0.0,0.0,0.5,89.3606521496223,22.22556397528224,0.16666666666666666,0.2886751345948129,3,0,0.009999999776482582,0.0-0.3
disagreement,disagreement_479,0.5,0.5,0.5,89.42384390504166,22.16912194926127,0.5,0.0,3,1,0.6740000247955322,0.5-0.7
disagreement,disagreement_480,1.0,0.5,0.5,89.38906555574391,22.13543592368779,0.6666666666666666,0.28867513459481287,3,1,0.40799999237060547,0.3-0.5
